filename,width,height,class,xmin,ymin,xmax,ymax
2020-10-19_12-55-58_GPS.jpg,4000,6000,Vehiculo,2399,1361,2420,1393
2020-10-26_12-11-16_GPS.jpg,4000,6000,Vehiculo,1047,3580,1139,3662
Photo_6554399_DJI_799_jpg_5565223_0_202111316228_photo_original.jpg,3000,4000,PalletCaja,1938,3,1977,41
org_7edd048e2594671f_1610537450000.jpg,3078,5472,Vehiculo,2342,2089,2510,2173
2020-10-26_12-13-20_GPS.jpg,4000,6000,Vehiculo,1050,2360,1106,2414
2020-08-20_10_05_00-4903487-DJI_0111.jpg,3000,4000,Escombro,2247,1165,2295,1254
2020-10-26_12-58-05_GPS.jpg,4000,6000,Camion,2774,1832,2856,1912
2020-10-19_13-54-05_GPS.jpg,4000,6000,Vehiculo,4303,354,4387,406
Photo_6554400_DJI_800_jpg_7591159_0_202111316236_photo_original.jpg,3000,4000,PalletCaja,3175,2335,3204,2369
2020-10-19_12-54-59_GPS.jpg,4000,6000,Camion,5447,2969,5477,3024
Photo_6554400_DJI_800_jpg_7591159_0_202111316236_photo_original.jpg,3000,4000,PalletCaja,686,721,733,763
2020-10-19_14-01-03_GPS.jpg,4000,6000,Camion,3075,1543,3153,1645
Photo_6554415_DJI_815_jpg_5905495_0_202111316420_photo_original.jpg,3000,4000,PalletCaja,3199,660,3233,691
Photo_6554400_DJI_800_jpg_7591159_0_202111316236_photo_original.jpg,3000,4000,MConstrucción,2342,2605,2392,2665
Photo_6554413_DJI_813_jpg_6854718_0_20211131646_photo_original.jpg,3000,4000,Animal,568,2931,622,2977
2020-10-19_13-59-11_GPS.jpg,4000,6000,Vehiculo,2464,1842,2504,1894
org_dac2e1f32b745d0d_1610537590000.jpg,3078,5472,Pickup,4574,2106,4661,2225
Photo_6554499_DJI_899_jpg_8450936_0_2021113173216_photo_original.jpg,3000,4000,Tuberia,2310,1873,2334,2070
2020-10-26_12-17-32_GPS.jpg,4000,6000,Vehiculo,2134,2655,2228,2729
2020-10-19_13-52-10_GPS.jpg,4000,6000,Pickup,938,780,974,856
Photo_6554415_DJI_815_jpg_5905495_0_202111316420_photo_original.jpg,3000,4000,PalletCaja,2358,390,2397,427
2020-10-19_13-59-56_GPS.jpg,4000,6000,Vehiculo,3642,3703,3696,3743
Photo_6554415_DJI_815_jpg_5905495_0_202111316420_photo_original.jpg,3000,4000,PalletCaja,2652,2468,2687,2525
2020-10-19_13-29-33_GPS.jpg,4000,6000,Pickup,2241,1661,2285,1681
2020-08-21_11_35_34-4898847-DJI_0715.jpg,3000,4000,Escombro,3214,2624,3371,2746
Photo_6554397_DJI_797_jpg_7160078_0_202111316214_photo_original.jpg,3000,4000,PalletCaja,1256,1528,1285,1558
2020-10-19_13-00-26_GPS.jpg,4000,6000,Vehiculo,2799,2182,2821,2217
2020-10-26_12-17-39_GPS.jpg,4000,6000,Vehiculo,105,298,207,358
Photo_6554256_DJI_656_jpg_7394973_0_2021113141258_photo_original.jpg,3000,4000,Poste,1415,1645,1493,1722
2020-08-19_13_44_34-5150322-DJI_0584.jpg,3000,4000,Escombro,2265,1381,2456,1501
2020-10-26_11-17-08_GPS.jpg,4000,6000,Vehiculo,4630,745,4668,779
2020-10-26_11-16-08_GPS.jpg,4000,6000,Vehiculo,4810,3805,4834,3839
2020-10-26_12-17-32_GPS.jpg,4000,6000,Camion,1395,3777,1655,3957
2020-10-19_12-54-59_GPS.jpg,4000,6000,Camion,3238,3334,3263,3383
2020-08-21_10_23_14-3522655-DJI_0086.jpg,2250,4000,GHorquilla,3229,1347,3333,1429
2020-10-19_12-54-59_GPS.jpg,4000,6000,Persona,4387,2612,4396,2620
Photo_6554399_DJI_799_jpg_5565223_0_202111316228_photo_original.jpg,3000,4000,PalletCaja,2621,1571,2656,1600
2020-08-19_13_32_12-4820368-DJI_0563.jpg,3000,4000,Estructura,2849,1095,2898,1171
Photo_1080688676_DJI_36_jpg_7421570_0_2021113121652_photo_original.jpg,3000,4000,Troncos,3081,390,3295,513
2020-10-19_14-03-08_GPS.jpg,4000,6000,Vehiculo,4207,2711,4251,2743
Photo_6554415_DJI_815_jpg_5905495_0_202111316420_photo_original.jpg,3000,4000,PalletCaja,2629,1391,2667,1432
2020-10-19_13-59-11_GPS.jpg,4000,6000,Camion,4739,3264,4847,3336
2020-10-19_13-54-50_GPS.jpg,4000,6000,Vehiculo,5862,1132,5902,1166
Photo_6554398_DJI_798_jpg_5445568_0_202111316222_photo_original.jpg,3000,4000,MConstrucción,1337,1884,1483,1979
org_ec2d5d01ba19e7f2_1610537366000.jpg,3078,5472,Persona,838,2295,895,2329
2020-10-19_13-29-33_GPS.jpg,4000,6000,Poste,1398,1733,1423,1744
2020-10-26_12-58-11_GPS.jpg,4000,6000,Vehiculo,5872,1352,5920,1402
2020-10-19_13-53-51_GPS.jpg,4000,6000,Poste,280,2661,356,2708
2020-10-19_13-29-33_GPS.jpg,4000,6000,Poste,749,1736,797,1765
2020-10-26_11-16-08_GPS.jpg,4000,6000,Vehiculo,4199,1539,4233,1579
2020-10-19_12-54-59_GPS.jpg,4000,6000,Camion,2718,2452,2788,2542
2020-10-19_12-56-04_GPS.jpg,4000,6000,Camion,5316,3812,5398,3894
2020-10-26_11-16-08_GPS.jpg,4000,6000,Vehiculo,5214,2322,5254,2360
2020-10-19_13-59-15_GPS.jpg,4000,6000,Vehiculo,2700,450,2754,486
Photo_6554397_DJI_797_jpg_7160078_0_202111316214_photo_original.jpg,3000,4000,PalletCaja,1604,22,1642,72
Photo_1080624091_DJI_987_jpg_7485204_0_2021113121116_photo_original.jpg,3000,4000,Camion,1922,985,2052,1227
2020-10-19_13-29-33_GPS.jpg,4000,6000,Poste,50,2802,95,2829
Photo_1080688676_DJI_36_jpg_7421570_0_2021113121652_photo_original.jpg,3000,4000,Troncos,2314,1430,2472,1565
2020-10-19_13-58-21_GPS.jpg,4000,6000,Vehiculo,4318,571,4360,633
2020-10-26_12-19-12_GPS.jpg,4000,6000,Vehiculo,2657,1110,2707,1174
2020-10-19_13-00-26_GPS.jpg,4000,6000,Vehiculo,4927,2948,4952,2978
org_7d0d9abae22f0418_1610537370000.jpg,3078,5472,Camion,2466,22,2566,223
2020-10-19_13-40-25_GPS.jpg,4000,6000,Vehiculo,2623,2223,2701,2269
Photo_6554415_DJI_815_jpg_5905495_0_202111316420_photo_original.jpg,3000,4000,PalletCaja,2068,2610,2104,2647
2020-10-26_11-15-44_GPS.jpg,4000,6000,Vehiculo,1218,3348,1246,3382
Photo_6554400_DJI_800_jpg_7591159_0_202111316236_photo_original.jpg,3000,4000,PalletCaja,258,668,299,705
2021-01-13_11_28_16-4941833-DJI_0923.jpg,3000,4000,MConstrucción,2217,1684,2374,1879
2020-10-19_12-56-28_GPS.jpg,4000,6000,Pickup,93,2845,121,2877
2020-10-19_13-52-10_GPS.jpg,4000,6000,Pickup,1737,1751,1779,1837
2020-10-19_13-37-29_GPS.jpg,4000,6000,Piscina,5735,2050,5825,2126
2020-10-19_13-05-00_GPS.jpg,4000,6000,Piscina,169,2819,218,2862
2020-08-21_11_35_34-4898847-DJI_0715.jpg,3000,4000,Escombro,3426,347,3535,432
2020-10-26_12-21-21_GPS.jpg,4000,6000,Vehiculo,3620,2280,3676,2312
Photo_6554398_DJI_798_jpg_5445568_0_202111316222_photo_original.jpg,3000,4000,Estructura,1294,2390,1386,2472
2020-08-21_11_35_34-4898847-DJI_0715.jpg,3000,4000,Escombro,900,2049,1202,2122
org_60984245acb6bbbc_1610540984000.jpg,3078,5472,Basural,944,445,1155,645
Photo_6554411_DJI_811_jpg_7966916_0_202111316352_photo_original.jpg,3000,4000,Animal,421,226,482,277
2020-10-19_14-36-41_GPS.jpg,4000,6000,Camion,5848,-2,5964,98
2020-10-19_13-49-42_GPS.jpg,4000,6000,Vehiculo,413,2792,471,2827
2020-10-26_12-17-25_GPS.jpg,4000,6000,Vehiculo,3549,3202,3605,3294
Photo_6554210_DJI_610_jpg_8118908_0_202111391352_photo_original.jpg,3000,4000,Poste,162,786,352,911
Photo_6554400_DJI_800_jpg_7591159_0_202111316236_photo_original.jpg,3000,4000,PalletCaja,390,696,431,730
2020-10-26_12-22-30_GPS.jpg,4000,6000,Camion,4005,2404,4083,2510
org_f40a63b09ccab25f_1610539150000.jpg,3078,5472,Vehiculo,753,2510,892,2606
2020-10-19_13-54-05_GPS.jpg,4000,6000,Camion,5696,3341,5802,3479
2020-10-26_12-24-48_GPS.jpg,4000,6000,Vehiculo,5736,3573,5776,3617
2020-10-26_12-19-12_GPS.jpg,4000,6000,Vehiculo,2724,755,2770,815
DJI_0683.JPG,3000,4000,Animal,1668,422,1704,480
2020-10-26_12-13-25_GPS.jpg,4000,6000,Vehiculo,3690,3571,3764,3685
Photo_6554399_DJI_799_jpg_5565223_0_202111316228_photo_original.jpg,3000,4000,MConstrucción,2244,1708,2301,1775
2020-10-19_13-00-26_GPS.jpg,4000,6000,Vehiculo,5426,384,5456,414
2020-10-26_12-10-38_GPS.jpg,4000,6000,Vehiculo,168,2099,240,2201
2020-10-19_13-57-08_GPS.jpg,4000,6000,Vehiculo,921,878,1031,950
Photo_1080623986_DJI_882_jpg_8522473_0_2021113105922_photo_original.jpg,3000,4000,Poste,2614,965,2674,1044
2020-08-20_11_58_34-5152213-DJI_0608.jpg,3000,4000,Zanja,2517,722,2549,762
2020-10-19_13-51-56_GPS.jpg,4000,6000,Poste,42,1725,162,1758
2021-01-13_11_26_06-4982266-DJI_0910.jpg,3000,4000,Persona,2386,2162,2419,2202
2020-10-26_12-20-22_GPS.jpg,4000,6000,Vehiculo,1868,3280,1940,3370
2020-10-26_12-19-17_GPS.jpg,4000,6000,Vehiculo,1581,27,1635,73
DJI_0683.JPG,3000,4000,Animal,3941,2794,3982,2843
org_650e367df09839f1_1610539130000.jpg,3078,5472,Basural,1596,121,1749,263
Photo_6554416_DJI_816_jpg_5359590_0_202111316428_photo_original.jpg,3000,4000,PalletCaja,1819,1929,1854,1967
2020-10-26_12-58-01_GPS.jpg,4000,6000,Vehiculo,5728,2010,5770,2058
Photo_6554415_DJI_815_jpg_5905495_0_202111316420_photo_original.jpg,3000,4000,PalletCaja,2047,370,2086,409
2020-10-19_13-49-45_GPS.jpg,4000,6000,Vehiculo,1628,3908,1694,3937
Photo_6554415_DJI_815_jpg_5905495_0_202111316420_photo_original.jpg,3000,4000,PalletCaja,2159,592,2198,634
Photo_6554499_DJI_899_jpg_8450936_0_2021113173216_photo_original.jpg,3000,4000,Tuberia,2266,958,2281,1111
2020-10-19_12-56-04_GPS.jpg,4000,6000,Vehiculo,4697,3868,4719,3887
2020-10-19_12-58-00_GPS.jpg,4000,6000,Vehiculo,1053,194,1072,213
2020-10-19_12-54-52_GPS.jpg,4000,6000,Vehiculo,4656,490,4682,524
2021-01-13_10_17_16-5053755-DJI_0045.jpg,3000,4000,Poste,1883,1080,1990,1154
2020-10-19_13-29-26_GPS.jpg,4000,6000,Bus,3436,999,3514,1075
2020-10-26_12-10-38_GPS.jpg,4000,6000,Vehiculo,867,2016,953,2118
2020-10-26_11-31-02_GPS.jpg,4000,6000,Vehiculo,5490,3199,5534,3241
2020-10-19_14-29-44_GPS.jpg,4000,6000,Vehiculo,2404,2288,2442,2334
2020-08-19_13_44_36-5169178-DJI_0585.jpg,3000,4000,Zanja,38,1596,103,1685
2020-10-19_13-52-10_GPS.jpg,4000,6000,Pickup,904,1306,939,1385
2020-10-19_13-55-23_GPS.jpg,4000,6000,Vehiculo,4924,2062,5006,2122
2020-10-26_12-32-44_GPS.jpg,4000,6000,Vehiculo,561,2198,621,2238
Photo_1080688784_DJI_144_jpg_7702084_0_2021113143212_photo_original.jpg,3000,4000,Pickup,1854,1349,1992,1422
2020-10-19_13-54-50_GPS.jpg,4000,6000,Vehiculo,2063,2734,2107,2788
org_b9f675744ba329fd_1610539180000.jpg,3078,5472,PalletCaja,3108,874,3166,929
Photo_6554430_DJI_830_jpg_7848930_0_202111316360_photo_original.jpg,3000,4000,PalletCaja,3783,154,3833,197
Photo_1080624085_DJI_981_jpg_7656843_0_2021113121034_photo_original.jpg,3000,4000,Escombro,2524,1541,2680,1636
Photo_1080623970_DJI_866_jpg_7764759_0_2021113105730_photo_original.jpg,3000,4000,Camion,1829,1887,1916,2228
Photo_6554401_DJI_801_jpg_9925619_0_202111316242_photo_original.jpg,3000,4000,PalletCaja,408,2685,446,2724
2020-10-19_13-00-26_GPS.jpg,4000,6000,Poste,3526,2071,3547,2092
2020-10-19_12-54-59_GPS.jpg,4000,6000,Vehiculo,3534,3504,3551,3536
2020-10-19_12-56-04_GPS.jpg,4000,6000,Camion,3591,2603,3671,2699
Photo_6554290_DJI_690_jpg_7473755_0_2021113121824_photo_original.jpg,3000,4000,MConstrucción,1404,1934,1552,2032
2020-10-26_12-21-07_GPS.jpg,4000,6000,Vehiculo,3183,2428,3217,2468
2020-08-20_11_58_34-5152213-DJI_0608.jpg,3000,4000,Zanja,2675,663,2705,692
2020-10-26_12-58-11_GPS.jpg,4000,6000,Vehiculo,5131,1904,5185,1940
DJI_0683.JPG,3000,4000,Animal,2399,1863,2459,1903
2020-10-19_13-54-05_GPS.jpg,4000,6000,Vehiculo,498,2668,536,2740
2020-10-19_13-57-08_GPS.jpg,4000,6000,Vehiculo,440,-1,480,49
Photo_1080623799_DJI_695_jpg_8710677_0_20211139246_photo_original.jpg,3000,4000,Animal,3631,2183,3696,2239
org_8e9c4f77f229a81b_1610560488000.jpg,3078,5472,Troncos,818,2067,930,2293
2020-10-19_13-57-02_GPS.jpg,4000,6000,Camion,2688,3708,2862,3812
2020-10-19_13-40-22_GPS.jpg,4000,6000,Juegos,262,1171,301,1205
2021-01-13_11_12_28-4675843-DJI_0879.jpg,3000,4000,Basural,2623,738,2771,816
2020-10-26_12-13-25_GPS.jpg,4000,6000,Vehiculo,5011,1291,5135,1383
2020-10-19_14-02-52_GPS.jpg,4000,6000,Vehiculo,4876,1842,4922,1880
2020-10-19_12-58-00_GPS.jpg,4000,6000,Vehiculo,965,58,988,90
2020-10-26_12-51-25_GPS.jpg,4000,6000,Vehiculo,278,3817,320,3865
Photo_6554399_DJI_799_jpg_5565223_0_202111316228_photo_original.jpg,3000,4000,PalletCaja,2631,1531,2660,1560
2020-10-19_13-40-32_GPS.jpg,4000,6000,Vehiculo,4988,215,5023,270
org_f94e31f9c4e959f2_1610541140000.jpg,3078,5472,Troncos,3132,10,3385,105
2020-10-19_12-54-59_GPS.jpg,4000,6000,Vehiculo,3714,3396,3729,3420
2020-10-26_12-17-43_GPS.jpg,4000,6000,Vehiculo,436,1805,498,1871
Photo_6554393_DJI_793_jpg_6579503_0_202111316146_photo_original.jpg,3000,4000,PalletCaja,1989,463,2074,619
2020-10-19_14-36-32_GPS.jpg,4000,6000,Vehiculo,2767,503,2813,549
2020-10-26_12-17-35_GPS.jpg,4000,6000,Camion,5859,2339,5997,2553
Photo_1080623846_DJI_742_jpg_8442225_0_202111395634_photo_original.jpg,3000,4000,Troncos,533,19,683,153
DJI_0382.JPG,3000,4000,PalletCaja,2056,589,2101,631
2020-10-26_11-16-00_GPS.jpg,4000,6000,Vehiculo,5269,1589,5309,1629
2020-10-26_11-29-49_GPS.jpg,4000,6000,Vehiculo,2066,3849,2112,3885
org_96a3a85fc15ea8b0_1610540910000.jpg,3078,5472,Basural,894,112,1007,264
Photo_6554415_DJI_815_jpg_5905495_0_202111316420_photo_original.jpg,3000,4000,PalletCaja,2752,1027,2791,1063
2020-10-19_12-54-59_GPS.jpg,4000,6000,Poste,4647,2641,4675,2663
2020-10-19_13-51-58_GPS.jpg,4000,6000,Vehiculo,2990,3887,3070,3932
2020-10-26_11-16-08_GPS.jpg,4000,6000,Vehiculo,3727,2890,3757,2926
Photo_6554398_DJI_798_jpg_5445568_0_202111316222_photo_original.jpg,3000,4000,PalletCaja,1062,2773,1095,2812
2020-08-21_11_50_10-5225941-DJI_0759.jpg,3000,4000,Zanja,1624,1828,1653,1866
Photo_1080623839_DJI_735_jpg_8451362_0_202111395544_photo_original.jpg,3000,4000,Animal,1754,2293,1811,2360
org_7edd048e2594671f_1610537450000.jpg,3078,5472,PalletCaja,901,1596,966,1657
2020-10-26_12-20-22_GPS.jpg,4000,6000,Vehiculo,2912,981,2948,1033
org_7edd048e2594671f_1610537450000.jpg,3078,5472,Pickup,2357,2187,2551,2274
2020-10-19_12-54-59_GPS.jpg,4000,6000,Poste,3777,2827,3816,2839
2020-10-19_12-56-20_GPS.jpg,4000,6000,Vehiculo,3268,351,3314,372
2020-10-26_12-10-38_GPS.jpg,4000,6000,Vehiculo,2758,1574,2852,1666
2020-10-19_13-52-10_GPS.jpg,4000,6000,Vehiculo,3902,3535,3960,3604
2020-10-19_13-00-33_GPS.jpg,4000,6000,Vehiculo,4710,3770,4737,3794
2020-10-19_13-27-21_GPS.jpg,4000,6000,Poste,1483,3169,1519,3205
org_3b882cfa4e82c6a4_1610539184000.jpg,3078,5472,Basural,971,1688,1240,1787
Photo_6554398_DJI_798_jpg_5445568_0_202111316222_photo_original.jpg,3000,4000,Vehiculo,1610,1277,1710,1334
2020-10-26_11-17-31_GPS.jpg,4000,6000,Vehiculo,4358,2410,4402,2450
Photo_6554399_DJI_799_jpg_5565223_0_202111316228_photo_original.jpg,3000,4000,PalletCaja,680,870,718,904
Photo_6554416_DJI_816_jpg_5359590_0_202111316428_photo_original.jpg,3000,4000,PalletCaja,2777,2057,2816,2094
2020-10-26_12-21-16_GPS.jpg,4000,6000,Vehiculo,3726,2364,3806,2424
Photo_6554475_DJI_875_jpg_7561804_0_2021113164114_photo_original.jpg,3000,4000,Entrada,2027,45,2072,168
2020-10-19_12-54-59_GPS.jpg,4000,6000,Camion,4254,3105,4368,3143
2021-01-13_12_15_32-5148890-DJI_0726.jpg,3000,4000,Piscina,223,2409,410,2626
Photo_6554416_DJI_816_jpg_5359590_0_202111316428_photo_original.jpg,3000,4000,PalletCaja,3205,2268,3246,2301
2020-10-26_12-21-21_GPS.jpg,4000,6000,Vehiculo,4088,2741,4122,2797
2020-10-26_12-58-15_GPS.jpg,4000,6000,Vehiculo,5201,3914,5243,3964
2021-01-13_11_28_16-4941833-DJI_0923.jpg,3000,4000,MConstrucción,999,343,1276,615
Photo_6554415_DJI_815_jpg_5905495_0_202111316420_photo_original.jpg,3000,4000,PalletCaja,2402,1561,2440,1597
2020-08-21_11_50_24-5004293-DJI_0760.jpg,3000,4000,Escombro,1138,2474,1247,2556
2020-10-19_14-36-46_GPS.jpg,4000,6000,Camion,4385,3054,4483,3166
2020-10-19_13-58-17_GPS.jpg,4000,6000,Camion,3505,3648,3581,3800
2020-10-19_12-55-58_GPS.jpg,4000,6000,Vehiculo,4885,1115,4910,1136
2020-10-26_11-17-31_GPS.jpg,4000,6000,Vehiculo,2970,3494,3006,3536
2020-10-26_12-17-43_GPS.jpg,4000,6000,Vehiculo,1761,2261,1839,2319
2020-10-19_12-56-36_GPS.jpg,4000,6000,Vehiculo,5840,3166,5858,3180
2020-10-26_11-17-16_GPS.jpg,4000,6000,Camion,4991,1687,5069,1815
2020-10-19_13-51-58_GPS.jpg,4000,6000,Poste,217,2624,296,2670
